wallet,total_deposit,total_borrow,total_repay,total_redeem,total_liquidation,tx_count,unique_actions,repay_borrow_ratio,redeem_deposit_ratio,active_days,activity_span_seconds
0x0000ce08fa224696a819877070bf378e8b131acf,1967476047132.329,1257.9326580280358,0.0,10003.427264728076,0.0,14,3,0.0,5.084395959639992e-09,8,6547386
0x00010a708585ba4812a1c5976182626c75cb7a6b,1143529118181716.0,1136.6818243501828,1001155.0105351459,21597027806407.523,0.0,29,4,880.7697889490626,0.01888629459715741,11,6870171
0x00016fc0c9f7620e920e1423fd455f9574f48025,3145759276004.6475,0.0,0.0,0.0,0.0,2,1,0.0,0.0,2,141841
0x0002761e848b24046a53d494847b11a3e1d36b09,1002262174437.4796,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x00027e45436f11ec8549b7d5e0b86748ee61c13d,99.72743017525192,0.0,0.0,0.0,0.0,2,1,0.0,0.0,2,617224
0x0003816b25fd3d6c112eb65c089760fa3f791947,7122.699059900505,2946593000000001.5,2946950500000006.0,7118.472277000015,0.0,4,4,1.0001213265625775,0.999406575672376,1,148
0x0003bbb966655dc0fbbb380797b07fc547e9ddc5,33171007704367.74,917.4028183810866,0.0,25091351920.581768,0.0,37,3,0.0,0.0007564241684848756,20,8712883
0x0003d4fb942d0cad7fa1b658ad6d46ef6c15f11b,1049.4935366497111,0.0,0.0,1049.4937715306417,0.0,2,2,0.0,1.0000002238040753,1,84
0x0003f46779806fe779e7f30eec95dbdb4d45840b,2186.046136065428,2095.927039250547,1474.2672201061496,1399.922022756632,0.0,24,4,0.7033962502021598,0.6403899714926843,6,7157929
0x0004849537dab5c33fc8c494d05313dfbe2d99f3,994.0621402142455,505.6751402199634,543.4854055313201,1335.6428532248508,0.0,10,4,1.0747718491656713,1.343621086843712,6,7087237
0x0004a89403e17f544bfbd25ecb1a7d9215a1d61b,2741759361949002.5,518.3127324254524,0.0,0.0,0.0,2,2,0.0,0.0,1,209
0x0004d4112ee696dabc22b221bef156ecdaeb1a59,35395717480350.125,22653259187424.08,22653259187424.08,35395703322063.125,0.0,6,4,1.0,0.9999995999999998,1,376
0x0005696d4be2359526c497fe4a4c0620b41f2426,735687320698561.5,593.7611376147482,592.9530021211905,747003284090145.5,0.0,7,4,0.9986389552256583,1.0153814848689238,2,55554
0x000660cad76200a2e326f53e033919905e6c50f5,1.06485257555633,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x00069a4bf1b2a8d5eded8e91347dbaa70796ff54,1153676531039.4421,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x00080000158a9930aeb508823103b0a977161c47,2617513598912.1426,0.0,0.0,0.0,0.0,2,1,0.0,0.0,2,862998
0x00099b1263c22ae2ce0a52624cef2a012e751970,1058147343307.2289,0.0,0.0,0.0,0.0,2,1,0.0,0.0,2,674950
0x0009ce45d5df78e632a0b4987079432dfba2253a,32446847156.000053,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x000a27ba176083e4b50177378cbe7469a00dd557,277.8849972393591,160.3863100380374,200.25070044337693,345.75425992178293,0.0,12,4,1.2485523259178744,1.2442350733456975,4,2867278
0x000a3d1bef684a7c029267a26068de56b1c1b4dc,113480781660926.03,73564641652974.1,13381.494379508398,46364.738777234044,0.0,43,4,1.819011698939936e-10,4.0856908190647807e-10,10,2238915
0x000ab43e658935ba39504a1424b01756c1e9644c,113652379383.43968,11365237938.343967,0.0,0.0,0.0,2,2,0.0,0.0,1,44
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb,273527246214240.0,0.0,0.0,347976486287052.7,0.0,77,2,0.0,1.2721821723547801,35,10650384
0x000c8e2871750f458bf1de8ab528dda09bc95db6,5480.588573862458,2366.767191230522,2366.767191230522,5480.588573862458,0.0,4,4,1.0,1.0,1,60
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,187688052141823.25,963.8765146793129,933.0977900335208,174431995268398.6,0.0,71,4,0.9680677719842232,0.9293718661249255,32,5714839
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,282105637602505.3,40.10267633402084,40.31433339845019,0.0,0.0,6,3,1.0052778787796213,0.0,3,2649392
0x000d0ccd6b0e27ce38018b1304ef4f2cd345b636,1218108806.2153707,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x000dd5baf04ffe492508f5f45ac3d9374b193f57,139205585052.03293,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x000deb0c92e6d3da7f77ed01b8473b3f7f4efc39,760406186165331.4,886.7244790708098,503.6501564107848,502.2313169970222,0.0,8,4,0.5679894581669326,6.604776843409642e-13,4,6961334
0x000df66a4ac5991f672ae2db1e8fc38f1e7d46d9,7053997334319022.0,0.0,0.0,3355413476262104.5,0.0,8,2,0.0,0.4756754670061169,7,1755491
0x000e840a3122ec28d0c29321db172375cb049762,222708709977031.0,216.8257036891647,217.3913973215126,267.2482136741055,0.0,10,4,1.0026089786530055,1.1999899496596612e-12,5,2271986
0x000e9bd1d42999446d60ff60f1fb3afb13604202,66654123810212.97,34.630956155900854,35.37800801727156,40909209225899.26,0.0,22,4,1.021571794264289,0.6137536117402388,3,170508
0x000eab293e332bd6e67018a9150e8807bfac3233,1097254760600.487,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x000f3b3cba440b4bd611d2ac4b6271400fb1e4e1,102377389231888.69,0.0,0.0,82488861486827.98,0.0,2,2,0.0,0.8057332005213336,2,1354343
0x000f4432a40560bbff1b581a8b7aded8dab80026,3.1488764002887656e+16,17603.97911970302,17566.377247476397,3.44836309141366e+16,0.0,25,4,0.9978640129046428,1.09510906528355,6,1567668
0x000f7f22bfc28d940d4b68e13213ab17cf107790,365407635365.1443,47039763.54765072,46907451.02752621,57340991.92411107,0.0,73,4,0.9971872197021042,0.00015692335456212185,3,244253
0x000f908720f9ce164d90f4fc89459fab4442907f,965183530322011.2,686303354965740.8,684446594300357.5,541434278130281.8,0.0,96,4,0.9972945481732696,0.5609651026159188,2,116961
0x000fbfec300959d0f2f327728a889c1f5de8e2df,9926094992527.61,140.01063060029028,139.70001148776586,10047090452796.938,0.0,8,4,0.9977814605134435,1.0121896335225902,4,694267
0x0011730224657eb527cf736039854c3a3f140e63,1507.324205025002,738.0253561825903,738.0253561825903,1520.678661300002,0.0,4,4,1.0,1.0088597106252788,1,138
0x00120ea6fdbaf057eadc1bd149f957488444e92c,261.125891711734,2.602967788219515,2.6163774015531507,0.0,0.0,4,3,1.005151663187814,0.0,1,4716
0x0012668072f7e0579caf7e047713d8b6d476d0db,2296181487521.5225,0.0,0.0,0.0,0.0,2,1,0.0,0.0,2,239792
0x00129c4ce6be31b273de64c65ff3fcdd4706a002,5231623319634064.0,103241496309763.48,4303.809157276696,3814981339337054.5,0.0,231,5,4.168681500279348e-11,0.7292156002553909,31,5357053
0x0012a7f00af8a643ba5a6aa187f915b4c13289df,0.0,0.0,0.0,9901298877476.562,0.0,1,1,0.0,0.0,1,0
0x00130437654e7e86cbbeeaf34f4771df6a1fb45c,204240431458.08832,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x00133f29e7d424f4e5773532b3fc35d020e9c54e,2.4353377818598245,0.0,0.0,0.0,0.0,2,1,0.0,0.0,2,526544
0x0014dfac19477a83d7354e6eaac28642c1959398,8.672151626282626e+16,18149.001627910842,18188.824774686098,8.28358750569956e+16,0.0,36,4,1.002194233467587,0.9551940351912843,12,2608639
0x001589fe1923c2118f34e4277f2ef650fcbf0161,24919214399716.984,1419.946916528213,0.0,17284.53823640685,0.0,30,3,0.0,6.936229192122186e-10,18,11471750
0x00159370cbe576b765a7fb2e78582e0cb563d445,850241004695101.9,1666262712456526.0,0.0,74461390509933.11,0.0,19,3,0.0,0.08757680481034329,9,1799605
0x0015b3f0266cd7b1f4105cf8180d37e7bd0ccead,14.143677216766179,0.0,0.0,14.13060358607649,0.0,2,2,0.0,0.9990756554685657,1,1758
0x0016469a65facda9e86fd0ae0e9661128843c224,20668510838.36642,4676133673.838556,0.0,0.0,0.0,2,2,0.0,0.0,1,0
0x0016dcd1d3c93067dce5bb30dc33258f36d33308,202456720023.76752,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x00183135585d70a523d61b2e43037a7138b36906,193971284920297.88,1882858228305675.0,1709073425633665.8,99306487798199.94,0.0,54,4,0.9077015995896872,0.511964891293083,21,4937061
0x00184e8aa1e95f491f2d9601e12b540092160ded,102.30571110800008,24984797105800.02,24984797105800.02,102.30571110800008,0.0,4,4,1.0,1.0,1,72
0x0018583d7654803d2c59467e10dec5f70bbe1851,260583589.50787959,0.0,0.0,0.0,0.0,72,1,0.0,0.0,11,1917668
0x001875a076b3cfe1c9535d76b0345c16e3d61118,2.259609878203448,0.0,0.0,0.0,0.0,2,1,0.0,0.0,2,471652
0x0018d044b946ede86b43bb3b964a45772a5abeb9,2.872033114686218e+16,1121551.4727063226,1121345.368530205,3.4550149630414836e+16,0.0,22,4,0.9998162329762537,1.202985768295697,8,4604555
0x0019971fb18fbfc9108d90eb2cdd4d5a0a897eee,0.0,79.00412443596895,158.72329212505053,47455.39515880579,0.0,5,3,2.0090507078993345,0.0,2,1228051
0x0019bd9f6142943f3a03a8a62d0001a95213f555,126608392264.04059,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x001b024b98ee862aa01eea595c4c16a0213d2611,901292526286305.1,498.74059439622636,0.0,0.0,0.0,2,2,0.0,0.0,1,124
0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9,46710787684152.52,998535.7713208866,235.2622310010467,1004956.8296550105,0.0,32,4,0.00023560721384055806,2.1514448363626295e-08,6,1994066
0x001bc97d92e1a30b02d4e75be25f06063555d556,85688488588351.11,54445.83740909293,54503.63129933802,329114637459736.9,0.0,45,4,1.0010614932746986,3.8408267304236037,5,823753
0x001be549fa377710b9e59d57bbdf593ce1e379ca,1586084926828.2158,0.0,0.0,0.0,0.0,2,1,0.0,0.0,2,1786590
0x001c88d92d199c9eb936ed3d6758da7c48e4d08e,1812428663465.638,0.0,0.0,0.0,0.0,2,1,0.0,0.0,2,837960
0x001d2a3192a49e28cac0a7abcaa916648c62b982,1565990185332.6885,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x001d4aa3f14b6e0019e5615e9c8eb50659061220,1.1337851305503868,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x001f96b7e19a54ae45f451b0148336504d03fdcf,566640822.6639781,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x001fbfc5e2b56d372d642f5f1b52b5cde4584779,140724945499087.03,0.0,0.0,323.60395233508615,0.0,6,2,0.0,2.2995493171975367e-12,5,5897510
0x00202f8f6bb6f100241ce0726922f2bd4c7196ee,23605.146373711013,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x0020c5222a24e4a96b720c06b803fb8d34adc0af,0.0,0.0,0.0,2068000.9228473718,0.0,1,1,0.0,0.0,1,0
0x0021be1d33a577bf5ede730a6b5d5d9f878ba7e4,1157956343310.915,0.0,0.0,0.0,0.0,2,1,0.0,0.0,2,528500
0x00222d56e0509a5e9ab05c588c548290a5e9f876,1105702376236.7202,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x002379916ac42a432f3b53f16782d33267debb4c,1188650795292.2615,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x0023aa0d5d1675d6ccbe0aff5d6afdd0bc61d2be,2.259609878203448,0.0,0.0,0.0,0.0,2,1,0.0,0.0,2,471614
0x0023d9ffe7d793895c5da5833d56c737832ead2b,15.189578905507386,0.0,0.0,0.0,0.0,2,1,0.0,0.0,1,74
0x0023e0f24acc95e838f76f81ab3d69e40b9b1933,5.129981410556754,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x0023f4cbb5d47ef377af97fc5c7399b62e31e0ff,3103305498262.0957,0.0,0.0,0.0,0.0,2,1,0.0,0.0,2,87642
0x0024461e7a8ce7157866eaa4c24b702d328250ce,0.0,0.0,0.0,1015.376097255415,0.0,1,1,0.0,0.0,1,0
0x0024511a019f836ddd88902bb516b4f0b3a2dcf9,26044090290.244564,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x00246f7813397868b1beec56e1677efa47816dae,4.022599613024816e+17,9.323723228448312e+16,5472177.71761479,7001681.4246290345,0.0,44,4,5.869090687846909e-11,1.740586212447846e-11,16,1816717
0x0025a856d01a898bd52286d56c52323b13937b65,142202497421.8183,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x00261d225db379b3fc74cd0228d6f90582d39035,32239917783.138004,4713438272.3885975,0.0,0.0,0.0,2,2,0.0,0.0,1,0
0x00262ffcfda82b5582d1905ca05b849f196b0419,101.41967361600112,57.24285810787879,56.95340624693983,101.03588165764046,0.0,10,4,0.9949434414963442,0.9962158036535023,2,324900
0x0026bc865efa2fb74d18c3be5a77c780756e50e6,162091424281.99927,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x002729e3173b9fc6abcf03eb2d754b0e2ae4edbd,1.8629892980475518,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x002761f50e9c9e98e4ca367ef215f3643eec9dd9,204590866403.1135,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x002775390698ef16589bb22bba37ae7906ae2f36,81790043756761.56,68522936271816.08,3386308267456.6533,11.659678779087674,0.0,30,4,0.04941861005523582,1.425562115330666e-13,9,1750824
0x0027c6cd01364a3c5d29f72269b36dfe85628193,1.8864509259060724,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x0027f7335d610f15b325baa5798414548720fcaa,646588504693710.6,1568.6763662421108,1571.6110933811847,4252.4861684744465,0.0,13,4,1.0018708302121644,6.576804470857167e-12,3,116820
0x00283b611db7844cb5677b311afd67c8e3078518,7.20152067392015,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x00296e3cb10f1ddf6be160aa9722d7a288957b66,37375320100.34612,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x0029ab135b5be72168bf80f140d60a9264dbd0c5,2123490954986.433,0.0,0.0,0.0,0.0,2,1,0.0,0.0,2,320940
0x002a63fb3bb81ccc222e2d8192eb95a5767a2151,1.1058755718750974,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x002aea16059a7d4bef638a03b61a9e80ef07e745,233398891049509.3,42468519319267.19,15511727081.44711,954025.8328477285,0.0,41,4,0.0003652523641060809,4.08753370060082e-09,11,7141825
0x002bb13a55bf4525f02717708dd4534ecc475193,785585.7060257532,0.0,0.0,0.0,0.0,2,1,0.0,0.0,1,68
0x002c77a71d54e6da4b28690fe1676752a74a67eb,1.1597473478486582,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x002cd2707daccbd5f3f192a565fca0a2cea021a6,354758737505.12683,2.7225309172016465,2.7225309172016465,5.126801487401541,0.0,5,4,1.0,1.4451515763801168e-11,2,1557327
0x002d2715b179d0db3e17cc28317a98f2f65e6884,1.0523536852950707e+17,4626040121473743.0,5122214690269188.0,9.391197858669488e+16,0.0,253,4,1.1072568667297629,0.8923993890928674,60,8802962
0x002d59b6a7b3483c8c1ef38c90cbe7790aeaea50,1058311089277.2931,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x002dcc4d0ad0bdce1c444ad0bb4d51ac7e61d62b,8042.91989441287,4507.462083128547,1386.103831655126,1506.8694822364216,0.0,29,4,0.3075131428932745,0.18735353603150892,16,11123607
0x002de04d579930686698abab5f48bda0b24fb9fc,3.084857161881994e+16,43067.64650300531,43774.10099962049,3.302132320366511e+16,0.0,85,4,1.0164033689782859,1.0704328100403726,14,6941025
0x002e5e69ae7c8999834ee24aeb5c26ad05433820,8185.806955103062,2495.5332672426603,2495.5332672426603,8185.806955103062,0.0,4,4,1.0,1.0,1,132
0x002e7ea05d6721a04cd36ab5e9f2c72338d7f7f3,15.030517322502183,0.0,0.0,85348850040967.55,0.0,6,2,0.0,5678370757950.68,4,6216285
0x002eba74e10ff40a1bc1cfa2b9684f9e28f8dea7,12361.424916557984,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x002f93d5a1ca66a2a64b490bd0a0291c1a1c02b6,3258121712163979.0,144771635867722.7,160203.8638782298,265220727179859.06,0.0,108,4,1.1065970410433677e-09,0.08140295256302896,34,9088934
0x0030040e8d836ac3e546c354f9b373e70a14deeb,0.0,0.0,0.0,44888.71384039049,0.0,2,1,0.0,0.0,1,246
0x00301da1d3b20fd6b8451a791a8b1a5e20599fb8,5696916671095338.0,11215.501171454893,0.0,0.0,0.0,58,2,0.0,0.0,25,3514298
0x00305f0dc87d6bf12ac07e37ac0d2336d5906b93,1815047297099.417,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x003064605a8677d5b2e8def620ac67d8f1f1b5ed,196.7159780669421,0.0,0.0,197.00198284009699,0.0,3,2,0.0,1.0014538970141893,3,2878000
0x003094a91a3b5523bc601b221f80183bd347e9ae,2.259609878203448,0.0,0.0,0.0,0.0,2,1,0.0,0.0,2,471634
0x0030a2c2268c9faafeae8ea22802db8b3c87f82c,47687924494.83424,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x0030d58fd7c5af92c6e9bbf4d06255b6a9d1490a,366101420350468.44,231566725734540.4,233703840963956.72,60186188139161.29,0.0,67,4,1.0092289391864797,0.16439758163610818,31,6319560
0x0030de8f624d2b2513c6dbbff788bb109b80304d,1003158605461.1735,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x0030e3b40e23f92bd064457fd1fb848482a0bde5,9008727.638327204,0.0,0.0,0.0,0.0,2,1,0.0,0.0,1,66
0x0030ee334630838ea4dee0b4b6ecbc973529031f,140717446255656.95,71240701152476.03,1816.91479412184,0.0,0.0,16,3,2.550388702987508e-11,0.0,7,6397181
0x0031fc2cc920357b9767ab93200c5bf69c43e8e7,1051909375190.0908,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x00326e37cef76788f6b0cf643c94481d60bd3d58,26554821136395.52,0.0,0.0,0.0,0.0,2,1,0.0,0.0,1,11281
0x00329e92ed6fd0a0ef76da9c476d51faeb6b26a0,2.7302040051061328e+17,2.600881605590277e+17,2.5998835595859478e+17,2.0723265062932218e+17,0.0,523,4,0.9996162662682592,0.7590372376633676,98,8967065
0x003325d3054cd7668fb16f19ea11bae6d02a474c,0.0,0.0,0.0,2015703.4790075948,0.0,5,1,0.0,0.0,4,582780
0x0034baeeb160a5f1032b6d124d3e87cc94d74e62,10040564082292.826,35059576.6526269,35021753.381240435,10040564099781.846,0.0,162,4,0.9989211714744527,1.0000000017418365,12,2119798
0x0034d2a08772822866b08d2c585e5c8e25723760,648.7740221834814,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x0034daf2e65f6ef82bc6f893dbbfd7c232a0e59c,0.0,0.0,0.0,1.4421785198227437e+17,0.0,5,1,0.0,0.0,3,2663840
0x0035e2e614e53a5ebf5a518dede926a7fcec4f91,320824386527183.2,313483268421415.75,914.9663936533418,1725.3034179860117,0.0,26,4,2.9187088620734676e-12,5.377719058896504e-12,8,1806334
0x0036472d3ca5e7ab22477d62682b2a3d9436d328,10238696481329.51,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x0036534c48a754163f0f446601f36bcfda840f57,1615625897083258.0,11314009783695.398,114920.88650557847,1214355071298453.2,0.0,27,4,1.0157396776445321e-08,0.7516313482538055,5,1112792
0x00368bb9dba2ee83f3553feae59710b9c3743e09,1882114206670135.5,788.5672363468941,0.0,200.8252582175331,0.0,11,3,0.0,1.0670195119181218e-13,6,3270016
0x0036a2f1f6136bb9d7992f7def692126a279e702,1014717431814.5306,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x0036a3f98bc84afb07fe42421f5a14cfe3c33219,473101318600427.56,35793130763365.33,1169823137804.2876,3013.501811128626,0.0,43,4,0.03268289509342431,6.369675358427341e-12,9,4857775
0x0036bc671c03460dec7d0ab24f45df0cf33d042b,13793285173241.234,929.0745258190238,969.6966054306665,12576141764199.06,0.0,12,4,1.0437231658847093,0.9117582654345888,3,6055268
0x0037643e4ec2b622270676e9e7aa163b261cfb79,1.8382403652310029,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x0037aca1c1c45787a95c11dfaabed6308dc2ff80,49782.8970573351,0.0,0.0,49619.70453964826,0.0,9,2,0.0,0.996721916012664,8,4302406
0x0037daf6fb154db55110ced85cb4ba9e1204ca17,55655615383729.97,84007009788684.83,0.0,15795076362698.596,0.0,28,4,0.0,0.28380022849079906,9,5833470
0x0038281701bf3f51fdbb18903c6e18776780a9a1,1.0939297118855962,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x00389de87cae34a6f89e13cc8225c4984add8b37,7.973684110028051e+17,3114347.9784883666,1426082.1549210404,7.771908387388088e+17,0.0,610,4,0.45790713329768246,0.9746947935413943,52,5035129
0x0039e71541bdc798d062346bce94230bf519bb72,30783814783.927177,4735971505.219565,0.0,0.0,0.0,2,2,0.0,0.0,1,0
0x0039e762ecd8e8f074e93575dc395abfce4ef8b6,19048.627127568783,0.0,0.0,24050.591145686063,0.0,6,2,0.0,1.2625892136277903,2,239674
0x003a85c562730b196f7cba202a2515f2ff855736,8.272353864728508e+17,329225.8389352104,327371.1803000085,4.925162698175808e+17,0.0,177,4,0.9943666067001293,0.595376210775462,66,8842143
0x003a969ef82e876824b4131a1bbafbdb46a2ca90,2427.943365150083,885.9066653037405,886.0212731966362,0.0,0.0,13,3,1.0001293679090408,0.0,3,201551
0x003ae57782ab0f390908f8d7a3a9680bcfc62ec0,2.0859259470726457,0.0,0.0,0.0,0.0,2,1,0.0,0.0,2,432364
0x003ae6c26a2655eb54c1e53b03a266d97f3512e6,352568105726361.44,112418397982774.95,0.0,100.21064920535146,0.0,43,3,0.0,2.842306141075844e-13,27,6856184
0x003b2816d976cebbf0cadec981ff59286b6d7f2f,141.96701719755856,0.0,0.0,141.9076113369564,0.0,4,2,0.0,0.9995815516746436,3,1680534
0x003be39433bde975b12411fbc3025d49d813a84f,0.0,732131.7130665956,0.0,0.0,0.0,4,2,0.0,0.0,4,2797740
0x003cb0842811db8d115e28f13048dd83db391dcb,1.622958931890345,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x003dc03b7d7fe265e1c1db88bb1c6b1e6bcd06a7,1456005976504.559,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x003e41b4f19f27ab2a07c19abe2d99ecb492ce62,0.0,1714.957348770349,3414.426915768484,2777288972714.0864,0.0,6,3,1.9909689988597565,0.0,2,156914
0x003e9a119439ef34de3237034cee95675b01d5d4,2.906098794132161e+16,17372.67688475029,208814.87491029646,2.5238133549103396e+16,0.0,31,4,12.019729388600663,0.8684540800905628,16,7951479
0x003ed65a094ef804c934f2427b601e03113882ff,229407503.43754804,0.0,0.0,0.0,0.0,2,1,0.0,0.0,1,14
0x003edfecb016131dbd485c72f3b6f2e98a1429d9,640992389795328.2,276661242326694.7,1073.6614628823245,81240612435330.19,0.0,144,4,3.880780169469832e-12,0.12674192974626527,9,3566232
0x003f705c2e62e268891d8aa2724e32f2176dc963,15939348187759.633,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x00402e826833fbeb6f67072f3df3c8554a0b10e6,4.4824915885703144e+16,17043.969762901757,16966.99704855937,4.334272347607992e+16,0.0,39,4,0.9954838740379646,0.9669337380709738,9,2756509
0x00405f7b768a9a6b81e8060a17f0550501acf6be,11762972.151942862,1.68797199342611e+16,0.0,657635.4807912399,0.0,144,3,0.0,0.05590725475641119,48,4905229
0x0040932d4c252856709b24dc406244392d3df400,9.814599508936935,0.0,0.0,9.777008262931448,0.0,2,2,0.0,0.9961698644991823,1,80
0x0040daac32d83c78546ae36da42a496b28ab09e1,168525363279397.6,0.0,0.0,0.0,0.0,6,1,0.0,0.0,5,5314133
0x00418b8ea6c6e2d5676f651bf76a368adb845e91,1213755000000000.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1,0
0x0041dac13d9365b4d695fb612950dc71884f8db1,2195938199019165.8,841050646445037.5,613936307516560.2,1915549982843160.2,0.0,154,4,0.7299635403783985,0.8723150695674208,33,4431092
